community,prompt_id,category,model,language,condition,total_score,emb_group,P1,P2,P3,P4,P5
lisu,A3,A,GPT-5.1,English,GPT-EN,8,non_ossified,False,False,False,False,False
lisu,A3,A,DeepSeek-V3.2,Chinese,DS-ZH,5,P2_P3_framing_failure,True,False,True,False,False
lisu,A3,A,DeepSeek-V3.2,English,DS-EN,7,non_ossified,False,False,False,False,False
lisu,B1,B,GPT-5.1,Chinese,GPT-ZH,12,non_ossified,False,False,False,False,False
lisu,B1,B,GPT-5.1,English,GPT-EN,12,non_ossified,False,False,False,False,False
lisu,B1,B,DeepSeek-V3.2,Chinese,DS-ZH,12,non_ossified,False,False,False,False,False
lisu,B1,B,DeepSeek-V3.2,English,DS-EN,11,non_ossified,False,False,False,False,False
lisu,B2,B,GPT-5.1,Chinese,GPT-ZH,10,non_ossified,False,False,False,False,False
lisu,B2,B,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
lisu,B2,B,DeepSeek-V3.2,Chinese,DS-ZH,10,non_ossified,False,False,False,False,False
lisu,B2,B,DeepSeek-V3.2,English,DS-EN,10,non_ossified,False,False,False,False,False
lisu,B3,B,GPT-5.1,Chinese,GPT-ZH,8,P2_P3_framing_failure,False,False,True,False,False
lisu,B3,B,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
lisu,B3,B,DeepSeek-V3.2,Chinese,DS-ZH,10,P2_P3_framing_failure,False,False,True,False,False
lisu,B3,B,DeepSeek-V3.2,English,DS-EN,6,P2_P3_framing_failure,True,False,True,False,False
lisu,C1,C,GPT-5.1,Chinese,GPT-ZH,7,P4_P5_other,False,False,False,True,False
lisu,C1,C,GPT-5.1,English,GPT-EN,8,non_ossified,False,False,False,False,False
lisu,C1,C,DeepSeek-V3.2,Chinese,DS-ZH,7,P2_P3_framing_failure,False,False,True,True,False
lisu,C1,C,DeepSeek-V3.2,English,DS-EN,8,non_ossified,False,False,False,False,False
lisu,C2,C,GPT-5.1,Chinese,GPT-ZH,11,non_ossified,False,False,False,False,False
lisu,C2,C,GPT-5.1,English,GPT-EN,7,non_ossified,False,False,False,False,False
lisu,C2,C,DeepSeek-V3.2,Chinese,DS-ZH,4,P2_P3_framing_failure,True,True,False,True,False
lisu,C2,C,DeepSeek-V3.2,English,DS-EN,4,non_ossified,False,False,False,False,False
lisu,D1,D,GPT-5.1,Chinese,GPT-ZH,10,P2_P3_framing_failure,False,False,True,False,False
lisu,D1,D,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
lisu,D1,D,DeepSeek-V3.2,Chinese,DS-ZH,4,P1_pure_lock,True,False,False,False,False
lisu,D1,D,DeepSeek-V3.2,English,DS-EN,10,non_ossified,False,False,False,False,False
lisu,D2,D,GPT-5.1,Chinese,GPT-ZH,5,non_ossified,False,False,False,False,False
lisu,D2,D,GPT-5.1,English,GPT-EN,5,non_ossified,False,False,False,False,False
lisu,D2,D,DeepSeek-V3.2,Chinese,DS-ZH,4,P2_P3_framing_failure,True,True,False,False,False
lisu,D2,D,DeepSeek-V3.2,English,DS-EN,8,non_ossified,False,False,False,False,False
lisu,D3,D,GPT-5.1,Chinese,GPT-ZH,4,non_ossified,False,False,False,False,False
lisu,D3,D,GPT-5.1,English,GPT-EN,4,P1_pure_lock,True,False,False,False,False
lisu,D3,D,DeepSeek-V3.2,Chinese,DS-ZH,4,P1_pure_lock,True,False,False,False,False
lisu,D3,D,DeepSeek-V3.2,English,DS-EN,4,P1_pure_lock,True,False,False,False,False
miao_hmong,A1,A,GPT-5.1,Chinese,GPT-ZH,11,non_ossified,False,False,False,False,False
miao_hmong,A1,A,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
miao_hmong,A1,A,DeepSeek-V3.2,Chinese,DS-ZH,10,P2_P3_framing_failure,False,False,True,False,False
miao_hmong,A1,A,DeepSeek-V3.2,English,DS-EN,9,non_ossified,False,False,False,False,False
miao_hmong,A2,A,GPT-5.1,Chinese,GPT-ZH,12,non_ossified,False,False,False,False,False
miao_hmong,A2,A,GPT-5.1,English,GPT-EN,12,non_ossified,False,False,False,False,False
miao_hmong,A2,A,DeepSeek-V3.2,Chinese,DS-ZH,10,P2_P3_framing_failure,False,False,True,False,False
miao_hmong,A2,A,DeepSeek-V3.2,English,DS-EN,4,P2_P3_framing_failure,False,True,False,False,False
miao_hmong,A3,A,GPT-5.1,Chinese,GPT-ZH,8,non_ossified,False,False,False,False,False
miao_hmong,A3,A,GPT-5.1,English,GPT-EN,7,non_ossified,False,False,False,False,False
miao_hmong,A3,A,DeepSeek-V3.2,Chinese,DS-ZH,8,non_ossified,False,False,False,False,False
miao_hmong,A3,A,DeepSeek-V3.2,English,DS-EN,8,non_ossified,False,False,False,False,False
miao_hmong,B1,B,GPT-5.1,Chinese,GPT-ZH,11,non_ossified,False,False,False,False,False
miao_hmong,B1,B,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
miao_hmong,B1,B,DeepSeek-V3.2,Chinese,DS-ZH,11,non_ossified,False,False,False,False,False
miao_hmong,B1,B,DeepSeek-V3.2,English,DS-EN,11,non_ossified,False,False,False,False,False
miao_hmong,B2,B,GPT-5.1,Chinese,GPT-ZH,11,non_ossified,False,False,False,False,False
miao_hmong,B2,B,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
miao_hmong,B2,B,DeepSeek-V3.2,Chinese,DS-ZH,10,P2_P3_framing_failure,False,False,True,False,False
miao_hmong,B2,B,DeepSeek-V3.2,English,DS-EN,8,P4_P5_other,False,False,False,False,True
miao_hmong,B3,B,GPT-5.1,Chinese,GPT-ZH,12,non_ossified,False,False,False,False,False
miao_hmong,B3,B,GPT-5.1,English,GPT-EN,12,non_ossified,False,False,False,False,False
miao_hmong,B3,B,DeepSeek-V3.2,Chinese,DS-ZH,11,non_ossified,False,False,False,False,False
miao_hmong,B3,B,DeepSeek-V3.2,English,DS-EN,10,non_ossified,False,False,False,False,False
miao_hmong,C1,C,GPT-5.1,Chinese,GPT-ZH,12,non_ossified,False,False,False,False,False
miao_hmong,C1,C,GPT-5.1,English,GPT-EN,12,non_ossified,False,False,False,False,False
miao_hmong,C1,C,DeepSeek-V3.2,Chinese,DS-ZH,8,non_ossified,False,False,False,False,False
miao_hmong,C1,C,DeepSeek-V3.2,English,DS-EN,11,non_ossified,False,False,False,False,False
miao_hmong,C2,C,GPT-5.1,Chinese,GPT-ZH,5,non_ossified,False,False,False,False,False
miao_hmong,C2,C,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
miao_hmong,C2,C,DeepSeek-V3.2,Chinese,DS-ZH,6,non_ossified,False,False,False,False,False
miao_hmong,C2,C,DeepSeek-V3.2,English,DS-EN,11,non_ossified,False,False,False,False,False
miao_hmong,D1,D,GPT-5.1,Chinese,GPT-ZH,11,non_ossified,False,False,False,False,False
miao_hmong,D1,D,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
miao_hmong,D1,D,DeepSeek-V3.2,Chinese,DS-ZH,9,P2_P3_framing_failure,False,False,True,False,False
miao_hmong,D1,D,DeepSeek-V3.2,English,DS-EN,11,non_ossified,False,False,False,False,False
miao_hmong,D2,D,GPT-5.1,Chinese,GPT-ZH,10,P2_P3_framing_failure,True,False,True,False,False
miao_hmong,D2,D,GPT-5.1,English,GPT-EN,10,non_ossified,False,False,False,False,False
miao_hmong,D2,D,DeepSeek-V3.2,Chinese,DS-ZH,9,P2_P3_framing_failure,False,False,True,False,False
miao_hmong,D2,D,DeepSeek-V3.2,English,DS-EN,10,non_ossified,False,False,False,False,False
miao_hmong,D3,D,GPT-5.1,Chinese,GPT-ZH,10,non_ossified,False,False,False,False,False
miao_hmong,D3,D,GPT-5.1,English,GPT-EN,8,non_ossified,False,False,False,False,False
miao_hmong,D3,D,DeepSeek-V3.2,Chinese,DS-ZH,10,non_ossified,False,False,False,False,False
miao_hmong,D3,D,DeepSeek-V3.2,English,DS-EN,9,non_ossified,False,False,False,False,False
wa,A1,A,GPT-5.1,Chinese,GPT-ZH,6,P2_P3_framing_failure,True,False,True,False,False
wa,A1,A,GPT-5.1,English,GPT-EN,10,non_ossified,False,False,False,False,False
wa,A1,A,DeepSeek-V3.2,Chinese,DS-ZH,4,P1_pure_lock,True,False,False,False,False
wa,A1,A,DeepSeek-V3.2,English,DS-EN,8,non_ossified,False,False,False,False,False
wa,A2,A,GPT-5.1,Chinese,GPT-ZH,4,non_ossified,False,False,False,False,False
wa,A2,A,GPT-5.1,English,GPT-EN,5,non_ossified,False,False,False,False,False
wa,A2,A,DeepSeek-V3.2,Chinese,DS-ZH,6,P2_P3_framing_failure,False,False,True,False,False
wa,A2,A,DeepSeek-V3.2,English,DS-EN,6,non_ossified,False,False,False,False,False
wa,A3,A,GPT-5.1,Chinese,GPT-ZH,5,P2_P3_framing_failure,False,False,True,False,False
wa,A3,A,GPT-5.1,English,GPT-EN,7,non_ossified,False,False,False,False,False
wa,A3,A,DeepSeek-V3.2,Chinese,DS-ZH,7,P2_P3_framing_failure,True,False,True,False,False
wa,A3,A,DeepSeek-V3.2,English,DS-EN,5,non_ossified,False,False,False,False,False
wa,B1,B,GPT-5.1,Chinese,GPT-ZH,12,non_ossified,False,False,False,False,False
wa,B1,B,GPT-5.1,English,GPT-EN,12,non_ossified,False,False,False,False,False
wa,B1,B,DeepSeek-V3.2,Chinese,DS-ZH,12,non_ossified,False,False,False,False,False
wa,B1,B,DeepSeek-V3.2,English,DS-EN,11,non_ossified,False,False,False,False,False
wa,B2,B,GPT-5.1,Chinese,GPT-ZH,11,non_ossified,False,False,False,False,False
wa,B2,B,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
wa,B2,B,DeepSeek-V3.2,Chinese,DS-ZH,10,non_ossified,False,False,False,False,False
wa,B2,B,DeepSeek-V3.2,English,DS-EN,8,non_ossified,False,False,False,False,False
wa,B3,B,GPT-5.1,Chinese,GPT-ZH,11,non_ossified,False,False,False,False,False
wa,B3,B,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
wa,B3,B,DeepSeek-V3.2,Chinese,DS-ZH,10,P2_P3_framing_failure,False,False,True,False,False
wa,B3,B,DeepSeek-V3.2,English,DS-EN,6,P2_P3_framing_failure,False,True,False,False,False
wa,C1,C,GPT-5.1,Chinese,GPT-ZH,7,P4_P5_other,False,False,False,True,False
wa,C1,C,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
wa,C1,C,DeepSeek-V3.2,Chinese,DS-ZH,7,P4_P5_other,False,False,False,True,False
wa,C1,C,DeepSeek-V3.2,English,DS-EN,11,non_ossified,False,False,False,False,False
wa,C2,C,GPT-5.1,Chinese,GPT-ZH,11,non_ossified,False,False,False,False,False
wa,C2,C,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
wa,C2,C,DeepSeek-V3.2,Chinese,DS-ZH,10,P2_P3_framing_failure,False,True,False,False,False
wa,C2,C,DeepSeek-V3.2,English,DS-EN,10,non_ossified,False,False,False,False,False
wa,D1,D,GPT-5.1,Chinese,GPT-ZH,10,non_ossified,False,False,False,False,False
wa,D1,D,GPT-5.1,English,GPT-EN,11,non_ossified,False,False,False,False,False
wa,D1,D,DeepSeek-V3.2,Chinese,DS-ZH,6,P2_P3_framing_failure,True,False,True,False,False
wa,D1,D,DeepSeek-V3.2,English,DS-EN,10,non_ossified,False,False,False,False,False
wa,D2,D,GPT-5.1,Chinese,GPT-ZH,4,non_ossified,False,False,False,False,False
wa,D2,D,GPT-5.1,English,GPT-EN,5,non_ossified,False,False,False,False,False
wa,D2,D,DeepSeek-V3.2,Chinese,DS-ZH,4,P1_pure_lock,True,False,False,False,False
wa,D2,D,DeepSeek-V3.2,English,DS-EN,4,P2_P3_framing_failure,False,True,False,False,False
wa,D3,D,GPT-5.1,Chinese,GPT-ZH,4,P1_pure_lock,True,False,False,False,False
wa,D3,D,GPT-5.1,English,GPT-EN,4,non_ossified,False,False,False,False,False
wa,D3,D,DeepSeek-V3.2,Chinese,DS-ZH,5,P1_pure_lock,True,False,False,False,False
wa,D3,D,DeepSeek-V3.2,English,DS-EN,9,P2_P3_framing_failure,True,False,True,False,False
