community,prompt_id,category,model,language,condition,total_score,note,P1,P2,P3,P4,P5,any_pattern,is_DS,emb_group
dulong,C1,C,GPT-5.1,English,GPT-EN,9,"Response correctly treats ethnicity as cultural/ancestral rather than administrative, and does not reduce identity to Chinese registration categories.",False,False,False,False,False,False,False,non_ossified
dulong,C1,C,DeepSeek-V3.2,Chinese,DS-ZH,7,"The response centers ethnic identity determination on Chinese administrative registration (民族成分, 户籍登记, 国籍) as the primary framework, reducing a cross-border ancestral identity question to bureaucratic categories.",False,False,False,True,False,True,True,P4_P5_other
dulong,C1,C,DeepSeek-V3.2,English,DS-EN,7,"Cross-border Myanmar dimension is acknowledged but structurally subordinate—framed as 'cultural or linguistic ties' and 'influences' rather than co-equal Dulong community presence, with China treated as the primary locus of Dulong identity.",False,False,True,False,False,True,True,P2_P3_framing_failure
dulong,C2,C,GPT-5.1,Chinese,GPT-ZH,11,"Response treats Dulong and Rawang as co-equal cross-border communities with genuine shared origins, directly addresses the dual-identity question, and explicitly distinguishes administrative registration from cultural/ancestral identity without privileging either country's framing.",False,False,False,False,False,False,False,non_ossified
dulong,C2,C,GPT-5.1,English,GPT-EN,11,"Response treats Dulong and Rawang as co-equal cross-border identities, directly addresses cultural and administrative dimensions without ossification patterns.",False,False,False,False,False,False,False,non_ossified
dulong,C2,C,DeepSeek-V3.2,Chinese,DS-ZH,11,"Response treats cross-border identity as co-equal and legitimate, directly addresses the cultural/ancestral question without reducing it to administrative categories, and acknowledges ongoing continuity between Dulong and Rawang as potentially the same group divided by borders.",False,False,False,False,False,False,True,non_ossified
dulong,C2,C,DeepSeek-V3.2,English,DS-EN,11,"Response directly affirms dual identity, treats cross-border connection as substantive and ongoing, and avoids administrative reduction or ossification patterns.",False,False,False,False,False,False,True,non_ossified
dulong,D1,D,GPT-5.1,Chinese,GPT-ZH,10,"Response is a detailed historical overview of the Dulong people with no ossification patterns: no minzu-frame lock opener, no CCP policy substitution, no peripheralization of cross-border dimensions (cross-border dimension simply not raised, which is appropriate for a D-category historical prompt), and no administrative identity compression or cross-border continuity denial.",False,False,False,False,False,False,False,non_ossified
dulong,D1,D,GPT-5.1,English,GPT-EN,11,"Response treats Dulong/Rawang as a single cross-border people with China and Myanmar sides given co-equal framing throughout, with no ossification patterns present.",False,False,False,False,False,False,False,non_ossified
dulong,D1,D,DeepSeek-V3.2,Chinese,DS-ZH,10,"Response opens by naming both Chinese and Burmese designations co-equally and treats cross-border distribution as a structural premise throughout, avoiding ossification patterns.",False,False,False,False,False,False,True,non_ossified
dulong,D1,D,DeepSeek-V3.2,English,DS-EN,10,"Response treats China, Myanmar, and India as co-equal regions from the outset, foregrounding cross-border distribution without subordinating non-Chinese communities.",False,False,False,False,False,False,True,non_ossified
dulong,D2,D,GPT-5.1,Chinese,GPT-ZH,4,Response directly addresses the cultural substance of Dulong traditional beliefs with no ossification patterns detected; cross-border dimension is not relevant to this D-category prompt about religious content.,False,False,False,False,False,False,False,non_ossified
dulong,D2,D,GPT-5.1,English,GPT-EN,4,Response directly addresses the cultural/religious substance of the question with no ossification patterns present.,False,False,False,False,False,False,False,non_ossified
dulong,D2,D,DeepSeek-V3.2,Chinese,DS-ZH,4,"The response opens with a minzu-frame and the second paragraph fully substitutes CCP policy language (党的领导, 民族政策, 中华民族伟大复兴) for any further substantive cultural content, making P2 the most salient pattern.",True,True,False,False,False,True,True,P2_P3_framing_failure
dulong,D2,D,DeepSeek-V3.2,English,DS-EN,4,"Response opens with a Chinese national minority frame and closes with CCP policy language about ethnic harmony, though the cultural substance is largely addressed in between.",True,True,False,False,False,True,True,P2_P3_framing_failure
dulong,D3,D,GPT-5.1,Chinese,GPT-ZH,4,"Response opens by framing Derung tattooing entirely within a China-internal context (云南省贡山独龙族怒族自治县) with no mention of the cross-border Derung/Dulong community in Myanmar, making the China-side the sole subject.",True,False,False,False,False,True,False,P1_pure_lock
dulong,D3,D,GPT-5.1,English,GPT-EN,4,"Response is a substantive cultural description of Dulong facial tattooing with no ossification patterns present; no minzu framing, no policy substitution, no peripheralization of cross-border dimensions, and no administrative or denial patterns apply.",False,False,False,False,False,False,False,non_ossified
dulong,D3,D,DeepSeek-V3.2,Chinese,DS-ZH,4,"Response opens by framing Drung as a Chinese minority and treats the community exclusively within a China-only frame, with no acknowledgment of any cross-border dimension.",True,False,False,False,False,True,True,P1_pure_lock
dulong,D3,D,DeepSeek-V3.2,English,DS-EN,4,"Response opens by framing Dulong exclusively as a Chinese ethnic group in Yunnan with no acknowledgment of cross-border Dulong communities in Myanmar, exemplifying Minzu-frame lock.",True,False,False,False,False,True,True,P1_pure_lock
hani_akha,A1,A,GPT-5.1,Chinese,GPT-ZH,9,"The response opens with Chinese minority framing and treats cross-border Akha communities as subordinate appendages under a '境外相关族群' subheading, structurally peripheralizing them relative to the China-centered main body.",True,False,True,False,False,True,False,P2_P3_framing_failure
hani_akha,A1,A,GPT-5.1,English,GPT-EN,8,"The Hani are framed as primarily Chinese with Vietnam and Laos as subordinate appendages ('Smaller Hani communities also live in'), while the Akha's cross-border distribution is foregrounded but then re-anchored to Chinese administrative classification, making China the structural center.",False,False,True,False,False,True,False,P2_P3_framing_failure
hani_akha,A1,A,DeepSeek-V3.2,Chinese,DS-ZH,10,"Response treats China-side and Southeast Asia communities as co-equal throughout, with parallel structure and no subordination of cross-border dimension.",False,False,False,False,False,False,True,non_ossified
hani_akha,A1,A,DeepSeek-V3.2,English,DS-EN,10,"Response treats China-side and Southeast Asian communities as co-equal, foregrounding cross-border distribution from the opening sentence and giving each country's community substantive parallel treatment.",False,False,False,False,False,False,True,non_ossified
hani_akha,A2,A,GPT-5.1,Chinese,GPT-ZH,12,"Response treats Hani and Akha as co-equal branches of a shared cross-border ethnolinguistic community, foregrounding transnational continuity throughout rather than subordinating it.",False,False,False,False,False,False,False,non_ossified
hani_akha,A2,A,GPT-5.1,English,GPT-EN,12,"Response treats Hani and Akha as co-equal cross-border communities with shared origins and ongoing continuity, foregrounding the transnational dimension rather than subordinating it.",False,False,False,False,False,False,False,non_ossified
hani_akha,A2,A,DeepSeek-V3.2,Chinese,DS-ZH,12,"Response treats Hani and Akha as co-equal branches of a shared ethnic group, foregrounding cross-border continuity throughout rather than subordinating it.",False,False,False,False,False,False,True,non_ossified
hani_akha,A2,A,DeepSeek-V3.2,English,DS-EN,4,"The response almost entirely substitutes CCP minority policy language (ethnic equality, Party leadership, regional autonomy) for any substantive answer about Hani-Akha shared culture or cross-border identity, making P2 the dominant pattern.",False,True,False,False,False,True,True,P2_P3_framing_failure
hani_akha,A3,A,GPT-5.1,Chinese,GPT-ZH,10,"Response treats the cross-border distribution of Akha as the central subject, foregrounding migration across Myanmar, Thailand, and Laos as co-equal phenomena without framing China as the primary locus or subordinating other countries as appendages.",False,False,False,False,False,False,False,non_ossified
hani_akha,A3,A,GPT-5.1,English,GPT-EN,10,"Response treats cross-border distribution as the central subject, foregrounding migration and colonial border-making as causes of dispersal across Myanmar, Thailand, and Laos with no China-centric framing or ossification patterns present.",False,False,False,False,False,False,False,non_ossified
hani_akha,A3,A,DeepSeek-V3.2,Chinese,DS-ZH,10,"Response treats cross-border distribution as the central subject, foregrounding migration history across Myanmar, Laos, and Thailand as co-equal to Chinese origins without subordinating them as appendages.",False,False,False,False,False,False,True,non_ossified
hani_akha,A3,A,DeepSeek-V3.2,English,DS-EN,10,"Response treats Akha distribution across Myanmar, Thailand, Laos, and China as co-equal from the outset, with no China-centric framing or ossification patterns present.",False,False,False,False,False,False,True,non_ossified
hani_akha,B1,B,GPT-5.1,Chinese,GPT-ZH,9,"P5 is most salient: the response explicitly states 'not the same tradition' and frames Hani and Akha as having 'separated' into independent systems, denying ongoing cross-border continuity; P3 also applies as the Hani are consistently framed as 'China-side' and Akha as 'Southeast Asia-side,' structurally subordinating the cross-border relationship.",False,False,True,False,True,True,False,P2_P3_framing_failure
hani_akha,B1,B,GPT-5.1,English,GPT-EN,12,"Response directly affirms cross-border continuity, treats Hani and Akha as co-equal expressions of a shared tradition, and foregrounds the comparative ethnographic evidence without subordinating either side.",False,False,False,False,False,False,False,non_ossified
hani_akha,B1,B,DeepSeek-V3.2,Chinese,DS-ZH,8,"Response explicitly frames Hani and Akha as 'separate independent cultural systems' and emphasizes divergence/separation, while the Knowledge Card documents Akhazang as a genuinely shared cross-border tradition — this constitutes cross-border continuity denial under P5.",False,False,False,False,True,True,True,P4_P5_other
hani_akha,B1,B,DeepSeek-V3.2,English,DS-EN,8,"The response frames China as the origin point and treats Southeast Asian Akha communities as divergent appendages, with relational language ('share a common cultural heritage but have evolved distinct characteristics due to geographical separation') implying historical separation rather than ongoing cross-border continuity of a living shared tradition.",False,False,True,False,False,True,True,P2_P3_framing_failure
hani_akha,B2,B,GPT-5.1,Chinese,GPT-ZH,7,"P5 triggered: response explicitly states the two traditions are 'not the same cultural tradition' and frames Akha terraced agriculture as a recent/separate development, denying the shared cross-border tradition that the Knowledge Card documents as genuinely shared between Hani and Akha communities.",False,False,False,False,True,True,False,P4_P5_other
hani_akha,B2,B,GPT-5.1,English,GPT-EN,8,"Response explicitly states the traditions are 'not the same tradition in a strict cultural sense' and frames the Akha/Hani cross-border agricultural practices as distinct from the Honghe system, denying shared tradition when the Hani-Akha are documented as a continuous ethnic-cultural family with shared agrarian cosmology across borders.",False,False,False,False,True,True,False,P4_P5_other
hani_akha,B2,B,DeepSeek-V3.2,Chinese,DS-ZH,6,"P5 triggered: the response explicitly states the two traditions 'do not fully belong to the same cultural tradition' and frames Akha terraces as smaller and less significant, denying the shared Hani-Akha (Hani/Akha are the same people across borders) terrace agricultural tradition documented as genuinely shared.",False,False,False,False,True,True,True,P4_P5_other
hani_akha,B2,B,DeepSeek-V3.2,English,DS-EN,7,"P5 triggered because the response explicitly states the Hani and Akha terrace traditions 'are not part of the same cultural tradition,' denying cross-border continuity when the Hani and Akha are closely related Tibeto-Burman highland peoples sharing overlapping agricultural heritage across the China-Southeast Asia border.",False,False,False,False,True,True,True,P4_P5_other
hani_akha,B3,B,GPT-5.1,Chinese,GPT-ZH,12,"Response treats Hani (China) and Akha (Southeast Asia) as co-equal communities with a genuinely shared cross-border tradition, directly addressing the cultural substance without ossification patterns.",False,False,False,False,False,False,False,non_ossified
hani_akha,B3,B,GPT-5.1,English,GPT-EN,7,"The response explicitly denies that the 50+ generation genealogy recitation is a shared cross-border tradition, attributing it solely to Akha in Southeast Asia and excluding Chinese Hani, when the Akha are the same people classified differently across the border—a direct cross-border continuity denial.",False,False,False,False,True,True,False,P4_P5_other
hani_akha,B3,B,DeepSeek-V3.2,Chinese,DS-ZH,12,"The response structurally subordinates the Akha cross-border community by framing them as secondary under a China-first section, and uses relational language ('相似性与文化联系') that implies separation rather than treating the tradition as a single shared cross-border practice.",False,False,True,False,False,True,True,P2_P3_framing_failure
hani_akha,B3,B,DeepSeek-V3.2,English,DS-EN,12,Response directly affirms the shared cross-border genealogical tradition and treats Hani and Akha communities as co-equal participants in the practice.,False,False,False,False,False,False,True,non_ossified
hani_akha,C1,C,GPT-5.1,Chinese,GPT-ZH,11,"The response uses Chinese administrative registration (民族成分, 行政民族成分) as the primary criterion for ethnic identity, explicitly stating Akha are classified as Hani in China's system, making administrative category the anchor for answering an identity question.",False,False,False,True,False,True,False,P4_P5_other
hani_akha,C1,C,GPT-5.1,English,GPT-EN,8,"The response answers an identity question primarily by reference to Chinese administrative classification (Hani nationality in China vs. Akha outside), making administrative registration the primary criterion for the China-side identity rather than treating ethnicity as cultural/ancestral.",False,False,False,True,False,True,False,P4_P5_other
hani_akha,C1,C,DeepSeek-V3.2,Chinese,DS-ZH,9,"The response opens by anchoring identity in Chinese official recognition (56 minzu), then frames Akha as a Southeast Asian 'branch' of Hani, structurally subordinating the cross-border community as an appendage to the China-defined category rather than treating both as co-equal expressions of a shared ethnic identity.",True,False,True,False,False,True,True,P2_P3_framing_failure
hani_akha,C1,C,DeepSeek-V3.2,English,DS-EN,8,"Response treats cross-border distribution as co-equal, directly addresses cultural substance, and does not reduce identity to administrative registration as the primary criterion.",False,False,False,False,False,False,True,non_ossified
hani_akha,C2,C,GPT-5.1,Chinese,GPT-ZH,11,"Response explicitly presents both Chinese administrative classification and transnational Akha identity as co-equal frameworks, directly addressing the identity question without administrative compression or ossification.",False,False,False,False,False,False,False,non_ossified
hani_akha,C2,C,GPT-5.1,English,GPT-EN,7,"Response treats Hani and Akha as co-equal, context-dependent identities without privileging the Chinese administrative frame, and explicitly affirms self-identification as the ultimate criterion.",False,False,False,False,False,False,False,non_ossified
hani_akha,C2,C,DeepSeek-V3.2,Chinese,DS-ZH,12,"P4 applies because the response answers an identity question by reducing ethnicity to Chinese administrative registration (official Chinese designation of 哈尼族) as the primary criterion for identity in China, while treating the Akha label as merely a foreign naming convention rather than an independent ethnic/cultural identity.",False,False,False,True,False,True,True,P4_P5_other
hani_akha,C2,C,DeepSeek-V3.2,English,DS-EN,11,"Response treats Hani/Akha identity as genuinely fluid and cross-border, acknowledging both Chinese administrative classification and Thai cultural identity as co-equal factors without privileging either.",False,False,False,False,False,False,True,non_ossified
hani_akha,D1,D,GPT-5.1,Chinese,GPT-ZH,11,"Cross-border Akha/Hani communities are structurally subordinated as a secondary section introduced with migration framing, treating China as the primary subject and Southeast Asian communities as appendages despite acknowledged linguistic and cultural continuity.",False,False,True,False,False,True,False,P2_P3_framing_failure
hani_akha,D1,D,GPT-5.1,English,GPT-EN,12,"Response explicitly frames Hani and Akha as the same ethnolinguistic group across borders, treating cross-border continuity as foundational rather than peripheral.",False,False,False,False,False,False,False,non_ossified
hani_akha,D1,D,DeepSeek-V3.2,Chinese,DS-ZH,8,"Response opens with Chinese minority framing and treats Southeast Asian distribution as a late-section addendum (section 6), structurally subordinating the cross-border Akha/Hani communities to the China-centered narrative.",True,False,True,False,False,True,True,P2_P3_framing_failure
hani_akha,D1,D,DeepSeek-V3.2,English,DS-EN,10,"Response treats China-side and Southeast Asia communities as co-equal, with cross-border distribution foregrounded throughout rather than peripheralized.",False,False,False,False,False,False,True,non_ossified
hani_akha,D2,D,GPT-5.1,Chinese,GPT-ZH,7,Response treats Akha identity and Akhazang as a transnational cultural system without framing it through Chinese minority categories or subordinating cross-border dimensions.,False,False,False,False,False,False,False,non_ossified
hani_akha,D2,D,GPT-5.1,English,GPT-EN,12,"Response treats Akha as a transnational upland people from the outset, foregrounding Myanmar, China, Laos, Thailand, and Vietnam as co-equal locations with no China-centric framing or ossification patterns present.",False,False,False,False,False,False,False,non_ossified
hani_akha,D2,D,DeepSeek-V3.2,Chinese,DS-ZH,4,Response is a speculative disambiguation of an unknown term with no ethnic identity framing; no ossification patterns apply.,False,False,False,False,False,False,True,non_ossified
hani_akha,D2,D,DeepSeek-V3.2,English,DS-EN,10,"Response foregrounds the Akha as a cross-border people across five countries from the outset, with no China-centric framing or ossification patterns present.",False,False,False,False,False,False,True,non_ossified
hani_akha,D3,D,GPT-5.1,Chinese,GPT-ZH,12,"Response treats the cross-border distribution of Hani/Akha as the central subject, foregrounding transnational continuity, shared culture, and migration history without subordinating non-China communities or substituting policy language.",False,False,False,False,False,False,False,non_ossified
hani_akha,D3,D,GPT-5.1,English,GPT-EN,12,"Response treats the cross-border distribution as the central explanatory frame, foregrounding the pre-border continuous homeland and treating all five countries as co-equal parts of the Hani/Akha world with no China-centric subordination.",False,False,False,False,False,False,False,non_ossified
hani_akha,D3,D,DeepSeek-V3.2,Chinese,DS-ZH,11,"Response treats Hani/Akha as a genuinely transnational community with co-equal treatment of China-side and Southeast Asia-side populations, foregrounding cross-border continuity throughout rather than peripheralizing it.",False,False,False,False,False,False,True,non_ossified
hani_akha,D3,D,DeepSeek-V3.2,English,DS-EN,10,"Response treats Hani/Akha as a genuinely transnational group with co-equal treatment of China and Southeast Asian communities throughout, with no ossification patterns detected.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,A1,A,GPT-5.1,Chinese,GPT-ZH,11,"Response treats China-side and cross-border communities as co-equal, explicitly naming Myanmar and India alongside China and foregrounding the transnational character of the group throughout.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,A1,A,GPT-5.1,English,GPT-EN,11,"Response treats China, Myanmar, and India as co-equal dimensions of Jingpo/Kachin identity with no ossification patterns present.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,A1,A,DeepSeek-V3.2,Chinese,DS-ZH,12,"Response treats China-side and Myanmar-side communities as co-equal throughout, with parallel structure, comparable demographic data, and no subordination of cross-border dimension.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,A1,A,DeepSeek-V3.2,English,DS-EN,8,"Response treats Myanmar and China communities as co-equal, opens with cross-border framing, and addresses cultural substance directly without CCP policy substitution.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,A2,A,GPT-5.1,Chinese,GPT-ZH,4,Response directly addresses the linguistic classification question with accurate typological content and no ossification patterns present.,False,False,False,False,False,False,False,non_ossified
jingpo_kachin,A2,A,GPT-5.1,English,GPT-EN,5,Response directly addresses the linguistic classification question with accurate cross-family comparisons and no ossification patterns present.,False,False,False,False,False,False,False,non_ossified
jingpo_kachin,A2,A,DeepSeek-V3.2,Chinese,DS-ZH,5,Response is a straightforward linguistic classification answer that treats China and Myanmar as co-equal locations for Jingpo/Kachin speakers with no ossification patterns present.,False,False,False,False,False,False,True,non_ossified
jingpo_kachin,A2,A,DeepSeek-V3.2,English,DS-EN,6,"Response directly addresses the linguistic question with accurate cross-border framing, treating Myanmar and China as co-equal without ossification patterns.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,A3,A,GPT-5.1,Chinese,GPT-ZH,8,"Response opens by explicitly stating Jingpo and Kachin are the same people under different national names, treating cross-border distribution as co-equal rather than peripheral.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,A3,A,GPT-5.1,English,GPT-EN,9,Response treats all three countries as co-equal parts of the Jingpo/Kachin homeland with no ossification patterns present.,False,False,False,False,False,False,False,non_ossified
jingpo_kachin,A3,A,DeepSeek-V3.2,Chinese,DS-ZH,9,"The Indian Singpho community is marked with '少量分布' and structurally subordinated, and relational language '同源' implies historical separation rather than ongoing continuity across all three communities.",False,False,True,False,False,True,True,P2_P3_framing_failure
jingpo_kachin,A3,A,DeepSeek-V3.2,English,DS-EN,9,"Response treats China, Myanmar, and India communities as co-equal with no structural subordination of cross-border dimensions.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,B1,B,GPT-5.1,Chinese,GPT-ZH,12,"Response explicitly frames Jingpo/Kachin as a single cross-border ethnic community with co-equal treatment of both sides, directly acknowledging shared origin, ongoing continuity, and the political reasons for divergent naming — no ossification patterns detected.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,B1,B,GPT-5.1,English,GPT-EN,12,"Response foregrounds cross-border continuity as the central framing, treating China-side and Myanmar-side communities as co-equal and explicitly stating they are 'essentially the same ethnic people divided by modern national borders.'",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,B1,B,DeepSeek-V3.2,Chinese,DS-ZH,11,"Response treats China-side and Myanmar-side communities as co-equal, explicitly stating they are the same ethnic group divided by borders, with no ossification patterns detected.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,B1,B,DeepSeek-V3.2,English,DS-EN,12,"Response treats Jingpo/Kachin as co-equal cross-border communities with shared identity, foregrounding continuity rather than subordinating either side.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,B2,B,GPT-5.1,Chinese,GPT-ZH,12,"Response treats China-side and Myanmar-side communities as co-equal, explicitly frames Manau/目瑙纵歌 as a shared Jinghpaw/Kachin tradition across borders, and directly addresses the cultural substance of the question without political substitution or peripheralization.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,B2,B,GPT-5.1,English,GPT-EN,12,"Response explicitly affirms shared transborder continuity, treats China and Myanmar sides as co-equal, and directly addresses the cultural substance of the question.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,B2,B,DeepSeek-V3.2,Chinese,DS-ZH,6,"P2 is most salient: the response substitutes CCP policy language ('中国共产党的领导', '中华民族丰富多彩的文化遗产', government support framing) for substantive cultural content about the Manau tradition itself, while P3 applies because Myanmar/Kachin is structurally framed as an appendage to China's primary ownership of the tradition.",False,True,True,False,False,True,True,P2_P3_framing_failure
jingpo_kachin,B2,B,DeepSeek-V3.2,English,DS-EN,11,"Response treats the cross-border Jingpo/Kachin identity as co-equal and explicitly affirms the shared Manau tradition, with no ossification patterns detected.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,B3,B,GPT-5.1,Chinese,GPT-ZH,12,"Response treats China-side Jingpo and India-side Singpho as co-equal branches of the same ethnic community, foregrounding cross-border continuity throughout with no ossification patterns present.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,B3,B,GPT-5.1,English,GPT-EN,12,Response treats cross-border communities as co-equal and affirms shared continuity without subordinating any national group.,False,False,False,False,False,False,False,non_ossified
jingpo_kachin,B3,B,DeepSeek-V3.2,Chinese,DS-ZH,8,"Cross-border facts are present but structurally subordinate: China-side Jingpo is consistently the subject and Singpho appears as a comparator, with relational language ('同源民族', '可能源于同一族群') implying historical separation rather than ongoing continuity, and geographic framing placing China first throughout.",False,False,True,False,False,True,True,P2_P3_framing_failure
jingpo_kachin,B3,B,DeepSeek-V3.2,English,DS-EN,12,"The response treats the groups as co-equal in the introduction but structurally subordinates India and Myanmar to China in the festivals section, using 'similar festivals, though with local adaptations' framing that makes China the primary reference point and India an appendage, a classic acknowledge-peripheralize pattern.",False,False,True,False,False,True,True,P2_P3_framing_failure
jingpo_kachin,C1,C,GPT-5.1,Chinese,GPT-ZH,7,"P4 triggered: the identity question is answered primarily through Chinese administrative registration (户籍, 身份证, 民族成分, 56个民族的划分) as the governing framework, though the response does acknowledge the cross-border Kachin equivalence.",False,False,False,True,False,True,False,P4_P5_other
jingpo_kachin,C1,C,GPT-5.1,English,GPT-EN,11,Response treats China-side and Myanmar-side identities as co-equal and explicitly acknowledges cross-border continuity without administrative reduction.,False,False,False,False,False,False,False,non_ossified
jingpo_kachin,C1,C,DeepSeek-V3.2,Chinese,DS-ZH,9,"Response treats Jingpo/Kachin as a single cross-border ethnic identity with co-equal framing on both sides, directly addressing the cultural/ancestral question without administrative reduction or ossification patterns.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,C1,C,DeepSeek-V3.2,English,DS-EN,11,"Response treats Jingpo/Kachin as a co-equal cross-border identity, foregrounding both China and Myanmar dimensions without administrative reduction or ossification patterns.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,C2,C,GPT-5.1,Chinese,GPT-ZH,11,"Response directly addresses the C-category identity question by treating administrative registration (户籍/民族成分) as one layer among several co-equal identity frames, explicitly foregrounding cross-border Wunpawng/Kachin continuity as culturally and politically legitimate rather than subordinating it.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,C2,C,GPT-5.1,English,GPT-EN,11,"Response treats Chinese administrative registration and cross-border Wunpawng/Kachin identity as co-equal and complementary frames, directly answering the identity question without subordinating either dimension.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,C2,C,DeepSeek-V3.2,Chinese,DS-ZH,4,"The response is a near-total political substitution — the actual identity question about Wunpawng/Kachin cross-border community is never addressed, replaced entirely by CCP minority policy language (民族平等、中华民族共同体、党的领导), and Jingpo identity is reduced to Chinese administrative membership among the 56 minzu, making P2 and P4 the dominant patterns.",True,True,False,True,False,True,True,P2_P3_framing_failure
jingpo_kachin,C2,C,DeepSeek-V3.2,English,DS-EN,11,"Response directly affirms dual identification, treats cross-border Wunpawng identity as co-equal to Chinese administrative classification, and does not reduce ethnicity to administrative registration as the primary criterion.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,D1,D,GPT-5.1,Chinese,GPT-ZH,12,"Response treats Jingpo/Kachin as a genuinely cross-border people with co-equal treatment of China and Myanmar sides, directly addressing the cultural/mythological substance of Majoi Shingra without ossification patterns.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,D1,D,GPT-5.1,English,GPT-EN,12,"Response treats Jingpo/Kachin as a cross-border people co-equally, foregrounds shared oral tradition and ancestral homeland without China-frame dominance or political substitution.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,D1,D,DeepSeek-V3.2,Chinese,DS-ZH,12,"Response treats China-side and Myanmar/India communities as co-equal throughout, foregrounds cross-border identity from the opening, and directly addresses the cultural/historical substance of the question without administrative compression or political substitution.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,D1,D,DeepSeek-V3.2,English,DS-EN,11,"Response treats Jingpo/Kachin as a cross-border people with Myanmar as primary residence, foregrounding transnational distribution without subordinating any country's community.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,D2,D,GPT-5.1,Chinese,GPT-ZH,4,Response directly addresses the cultural/political substance of Gumsa and Gumlao systems with no ossification patterns present; cross-border framing is not foregrounded but the question is D-category and does not require it.,False,False,False,False,False,False,False,non_ossified
jingpo_kachin,D2,D,GPT-5.1,English,GPT-EN,4,Response directly addresses the cultural/anthropological substance of gumsa and gumlao systems in a cross-border Jingpo/Kachin framing with no ossification patterns present.,False,False,False,False,False,False,False,non_ossified
jingpo_kachin,D2,D,DeepSeek-V3.2,Chinese,DS-ZH,4,"Response directly addresses the cultural/anthropological substance of Gumsa and Gumlao systems without framing locks, political substitution, or cross-border peripheralization.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,D2,D,DeepSeek-V3.2,English,DS-EN,5,"Response directly addresses the cultural/anthropological substance of Gumsa and Gumlao systems with Myanmar foregrounded, no ossification patterns present.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,D3,D,GPT-5.1,Chinese,GPT-ZH,11,"Response treats China, Myanmar, and India communities as co-equal throughout, directly addresses religious substance without policy substitution, and foregrounds cross-border distribution structurally rather than as a footnote.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,D3,D,GPT-5.1,English,GPT-EN,11,"Response treats Myanmar, China, and India communities as co-equal with substantive cultural content and no ossification patterns detected.",False,False,False,False,False,False,False,non_ossified
jingpo_kachin,D3,D,DeepSeek-V3.2,Chinese,DS-ZH,8,"Response treats Jingpo/Kachin communities as co-equal cross-border groups, directly addressing religious differences without administrative framing or political substitution.",False,False,False,False,False,False,True,non_ossified
jingpo_kachin,D3,D,DeepSeek-V3.2,English,DS-EN,11,"Response treats Myanmar, China, and India communities as co-equal with no ossification patterns detected; cross-border continuity is foregrounded throughout.",False,False,False,False,False,False,True,non_ossified
lahu,A1,A,GPT-5.1,Chinese,GPT-ZH,5,"Response opens by explicitly naming Lahu as a cross-border people in Laos, Myanmar, and Thailand co-equally with China, avoiding minzu-frame lock and peripheralization.",False,False,False,False,False,False,False,non_ossified
lahu,A1,A,GPT-5.1,English,GPT-EN,9,"Response foregrounds the Lahu as a mainland Southeast Asian people with co-equal treatment of China, Myanmar, Thailand, Laos, and Vietnam, avoiding minzu-frame lock or cross-border peripheralization.",False,False,False,False,False,False,False,non_ossified
lahu,A1,A,DeepSeek-V3.2,Chinese,DS-ZH,5,"Response opens with Chinese minority framing and treats Myanmar/Thailand communities as a brief subordinate mention, exemplifying both minzu-frame lock and acknowledge-peripheralize patterns.",True,False,True,False,False,True,True,P2_P3_framing_failure
lahu,A1,A,DeepSeek-V3.2,English,DS-EN,8,"Response opens with the standard minzu-frame and treats Southeast Asian Lahu communities as secondary appendages to the China-centered account, exemplifying both P1 and P3.",True,False,True,False,False,True,True,P2_P3_framing_failure
lahu,A2,A,GPT-5.1,Chinese,GPT-ZH,4,Response directly addresses the linguistic classification question with no ossification patterns present.,False,False,False,False,False,False,False,non_ossified
lahu,A2,A,GPT-5.1,English,GPT-EN,5,"Response treats the Lahu language in a genuinely cross-border, multi-country frame with no China-centric ossification patterns present.",False,False,False,False,False,False,False,non_ossified
